p_val,puntaje,q_refs,caso
0.85,0.08005519934044,51,8
0.85,0.082181169282723,52,8
0.85,0.08048408076671,53,8
0.85,0.07936173667491,54,8
0.85,0.080418717070534,55,8
0.85,0.080447345773376,56,8
0.85,0.081851930066723,57,8
0.85,0.0800574622152,58,8
0.85,0.080813311339792,59,8
0.85,0.079299513577869,60,8
0.85,0.081211042625886,61,8
0.85,0.081209165005415,62,8
0.85,0.082037295420706,63,8
0.85,0.080339442123641,64,8
0.85,0.080984257894637,65,8
0.85,0.079448460166622,66,8
0.85,0.08123105378218,67,8
0.85,0.079488945711778,68,8
0.85,0.07945267110068,69,8
0.85,0.081605137778059,70,8
0.85,0.079287575129271,71,8
0.85,0.080433456641698,72,8
0.85,0.078778809816214,73,8
0.85,0.079989890568243,74,8
0.85,0.081116772095674,75,8
0.85,0.080781589127662,76,8
0.85,0.079439562898122,77,8
0.85,0.07997593568316,78,8
0.85,0.081093063458293,79,8
0.85,0.079204633612938,80,8
0.85,0.078669692302586,81,8
0.85,0.079913798458909,82,8
0.85,0.079787436217783,83,8
0.85,0.079981636987413,84,8
0.85,0.079385162435616,85,8
0.85,0.078296401033251,86,8
0.85,0.080794509395186,87,8
0.85,0.080173317611955,88,8
0.85,0.0781570982555,89,8
0.85,0.079146339730082,90,8
0.85,0.08230457375104,91,8
0.85,0.081981470100375,92,8
0.85,0.079700778857255,93,8
0.85,0.079409995350337,94,8
0.85,0.079916347311977,95,8
0.85,0.081151023047821,96,8
0.85,0.079984605724141,97,8
0.85,0.080428698110808,98,8
0.85,0.079229000657886,99,8
0.85,0.081484619408134,1,9
0.85,0.08052331342332,2,9
0.85,0.082302325272163,3,9
0.85,0.077957987137302,4,9
0.85,0.083107727168094,5,9
0.85,0.080407880076779,6,9
0.85,0.081967530708667,7,9
0.85,0.079194338386501,8,9
0.85,0.080866003027915,9,9
0.85,0.079557477363836,10,9
0.85,0.081483121879256,11,9
0.85,0.080247781477994,12,9
0.85,0.078874921966672,13,9
0.85,0.081333673894961,14,9
0.85,0.080451023992933,15,9
0.85,0.07977898523438,16,9
0.85,0.080686533889804,17,9
0.85,0.080521735427681,18,9
0.85,0.079388179888168,19,9
0.85,0.080353357502755,20,9
0.85,0.080991777903871,21,9
0.85,0.07922689654598,22,9
0.85,0.079525968695848,23,9
0.85,0.07955700036094,24,9
0.85,0.079611316738488,25,9
0.85,0.081007469857401,26,9
0.85,0.080204275585548,27,9
0.85,0.079756134378164,28,9
0.85,0.07980581051583,29,9
0.85,0.078390925249931,30,9
0.85,0.082997879434221,31,9
0.85,0.08241804284963,32,9
0.85,0.08055265539224,33,9
0.85,0.080817150920131,34,9
0.85,0.080634883688905,35,9
0.85,0.080049558009176,36,9
0.85,0.078821068049685,37,9
0.85,0.080965525961522,38,9
0.85,0.079482742528582,39,9
0.85,0.080597197094851,40,9
0.85,0.081008235878164,41,9
0.85,0.080652739082015,42,9
0.85,0.079503040274336,43,9
0.85,0.079336814238593,44,9
0.85,0.081063281041493,45,9
0.85,0.08357611009585,46,9
0.85,0.079806798383688,47,9
0.85,0.082526841703743,48,9
0.85,0.079222243046081,49,9
0.85,0.07984729578364,50,9
0.85,0.079357803884706,51,9
0.85,0.079698981937053,52,9
0.85,0.079361697316863,53,9
0.85,0.080723793056477,54,9
0.85,0.081923090960236,55,9
0.85,0.080946221780053,56,9
0.85,0.082887132676522,57,9
0.85,0.079540263744796,58,9
0.85,0.078260284443418,59,9
0.85,0.080908822525377,60,9
0.85,0.081694193226384,61,9
0.85,0.08020301689681,62,9
0.85,0.081262452910288,63,9
0.85,0.079997566860123,64,9
0.85,0.079373692281613,65,9
0.85,0.079023298368961,66,9
0.85,0.081053876204318,67,9
0.85,0.079252643505962,68,9
0.85,0.079858477692704,69,9
0.85,0.079491643363881,70,9
0.85,0.082022791777548,71,9
0.85,0.079792886779068,72,9
0.85,0.080917533061206,73,9
0.85,0.081555043883323,74,9
0.85,0.079804995270028,75,9
0.85,0.078977888922689,76,9
0.85,0.082490005241167,77,9
0.85,0.078141390105729,78,9
0.85,0.080190816342743,79,9
0.85,0.079810757337853,80,9
0.85,0.080577108022287,81,9
0.85,0.080741632015101,82,9
0.85,0.081528000181625,83,9
0.85,0.079766743180738,84,9
0.85,0.080232315418439,85,9
0.85,0.078948166567601,86,9
0.85,0.080007913776581,87,9
0.85,0.07916701808882,88,9
0.85,0.080141177340308,89,9
0.85,0.079766695475869,90,9
0.85,0.07984032137906,91,9
0.85,0.07991101526608,92,9
0.85,0.080786781067158,93,9
0.85,0.080697317429602,94,9
0.85,0.080484119022047,95,9
0.85,0.081154199599856,96,9
0.85,0.07913495347054,97,9
0.85,0.080596160906567,98,9
0.85,0.079779239056252,99,9
0.85,0.080649199946697,1,10
0.85,0.079381597405899,2,10
0.85,0.080460440940613,3,10
0.85,0.078139902289266,4,10
0.85,0.080784837343162,5,10
0.85,0.080028651349294,6,10
0.85,0.080968282637474,7,10
0.85,0.079435715180644,8,10
0.85,0.082389334368339,9,10
0.85,0.079308588341474,10,10
0.85,0.080665433427082,11,10
0.85,0.081669778012175,12,10
0.85,0.081128034127425,13,10
0.85,0.081338046230327,14,10
0.85,0.079122034087536,15,10
0.85,0.079929261673366,16,10
0.85,0.081292407383842,17,10
0.85,0.081156842862001,18,10
0.85,0.080197847192503,19,10
0.85,0.081578843628615,20,10
0.85,0.080250894786301,21,10
0.85,0.082617837205227,22,10
0.85,0.078907327856155,23,10
0.85,0.078574857939813,24,10
0.85,0.0793931782087,25,10
0.85,0.078329482093258,26,10
0.85,0.083600098570071,27,10
0.85,0.079494854924268,28,10
0.85,0.08074396167997,29,10
0.85,0.079330086573609,30,10
0.85,0.079776365897013,31,10
0.85,0.080581473632371,32,10
0.85,0.080280105875255,33,10
0.85,0.080421548883789,34,10
0.85,0.078476765178609,35,10
0.85,0.080689955707944,36,10
0.85,0.080236730682796,37,10
0.85,0.080308904834599,38,10
0.85,0.080632024271,39,10
0.85,0.086356198306701,40,10
0.85,0.081917210635373,41,10
0.85,0.081506364824428,42,10
0.85,0.079782688676579,43,10
0.85,0.082550003254024,44,10
0.85,0.080371061737613,45,10
0.85,0.081860156688664,46,10
0.85,0.08275669628165,47,10
0.85,0.081072714589775,48,10
0.85,0.080190736715237,49,10
0.85,0.079732938503077,50,10
0.85,0.082211195491273,51,10
0.85,0.080848806114585,52,10
0.85,0.08067867166694,53,10
0.85,0.078344333666133,54,10
0.85,0.079986166905732,55,10
0.85,0.079994774076366,56,10
0.85,0.078907841847196,57,10
0.85,0.07983401512183,58,10
0.85,0.079913281816173,59,10
0.85,0.079764849920532,60,10
0.85,0.080624987837908,61,10
0.85,0.083717476759381,62,10
0.85,0.079835529605859,63,10
0.85,0.081175395107677,64,10
0.85,0.080069820637033,65,10
0.85,0.080012564124348,66,10
0.85,0.0789942010494,67,10
0.85,0.078674505956315,68,10
0.85,0.081687504547538,69,10
0.85,0.07991468183553,70,10
0.85,0.07924405872929,71,10
0.85,0.078885207352768,72,10
0.85,0.080892488731031,73,10
0.85,0.079297391078616,74,10
0.85,0.083654967658233,75,10
0.85,0.081389985753478,76,10
0.85,0.080162727658062,77,10
0.85,0.08052485937213,78,10
0.85,0.078520207605193,79,10
0.85,0.080611309988782,80,10
0.85,0.080208415428978,81,10
0.85,0.079886376227275,82,10
0.85,0.079336760483972,83,10
0.85,0.080687817427124,84,10
0.85,0.082027138435469,85,10
0.85,0.079476833302087,86,10
0.85,0.081542342055865,87,10
0.85,0.07762648878086,88,10
0.85,0.078852556023781,89,10
0.85,0.083393782746579,90,10
0.85,0.078731297291241,91,10
0.85,0.079210334620012,92,10
0.85,0.079251703286166,93,10
0.85,0.079358703163762,94,10
0.85,0.08101356332815,95,10
0.85,0.080253380922579,96,10
0.85,0.080582670995107,97,10
0.85,0.080555294502691,98,10
0.85,0.079566642873808,99,10
0.85,0.080039902240293,1,11
0.85,0.078708715331716,2,11
0.85,0.079383616026031,3,11
0.85,0.080132918746727,4,11
0.85,0.079574103976247,5,11
0.85,0.080729755562976,6,11
0.85,0.07993934223795,7,11
0.85,0.080902551374273,8,11
0.85,0.080489413771879,9,11
0.85,0.080032947809968,10,11
0.85,0.083225140012508,11,11
0.85,0.080144973774619,12,11
0.85,0.079536919737398,13,11
0.85,0.08084345467944,14,11
0.85,0.080597982411368,15,11
0.85,0.079343189566855,16,11
0.85,0.080488648038206,17,11
0.85,0.081796184682161,18,11
0.85,0.079004818595348,19,11
0.85,0.07998941118315,20,11
0.85,0.079354910954027,21,11
0.85,0.079682170746048,22,11
0.85,0.081244037973275,23,11
0.85,0.079517698428881,24,11
0.85,0.083666417725881,25,11
0.85,0.080957944257293,26,11
0.85,0.079802875276731,27,11
0.85,0.079825627209998,28,11
0.85,0.081760159701955,29,11
0.85,0.079536855699302,30,11
0.85,0.081227378050201,31,11
0.85,0.08072960884859,32,11
0.85,0.082455052287889,33,11
0.85,0.079593900130945,34,11
0.85,0.079343115848236,35,11
0.85,0.080158632734888,36,11
0.85,0.0795515892838,37,11
0.85,0.079158893364011,38,11
0.85,0.079884812443248,39,11
0.85,0.084617421059818,40,11
0.85,0.080507910084815,41,11
0.85,0.08178316696415,42,11
0.85,0.080949771604617,43,11
0.85,0.080502807347911,44,11
0.85,0.078337162066178,45,11
0.85,0.081436780012894,46,11
0.85,0.083427540609917,47,11
0.85,0.077440335855995,48,11
0.85,0.079703362393773,49,11
0.85,0.080097771894608,50,11
0.85,0.080487694858943,51,11
0.85,0.079129432888498,52,11
0.85,0.079646415068763,53,11
0.85,0.081220894917367,54,11
0.85,0.078906595748879,55,11
0.85,0.080540184860667,56,11
0.85,0.08180488973988,57,11
0.85,0.081101245401596,58,11
0.85,0.079942160986023,59,11
0.85,0.080182965009716,60,11
0.85,0.082122060365015,61,11
0.85,0.07951569333391,62,11
0.85,0.083010426002382,63,11
0.85,0.080013283328112,64,11
0.85,0.07947351115906,65,11
0.85,0.081305814086578,66,11
0.85,0.079840480892863,67,11
0.85,0.080774286813996,68,11
0.85,0.080582561515182,69,11
0.85,0.080697530375233,70,11
0.85,0.080155337392575,71,11
0.85,0.078621369725171,72,11
0.85,0.078219643481955,73,11
0.85,0.080475295545587,74,11
0.85,0.078049900297911,75,11
0.85,0.078624510847026,76,11
0.85,0.079923828087021,77,11
0.85,0.082574642556306,78,11
0.85,0.081302409681583,79,11
0.85,0.079883796025741,80,11
0.85,0.077956944563537,81,11
0.85,0.081583354755209,82,11
0.85,0.081078186249514,83,11
0.85,0.084932904720255,84,11
0.85,0.080136844372922,85,11
0.85,0.083196105183306,86,11
0.85,0.080438717669695,87,11
0.85,0.079087788494556,88,11
0.85,0.077893106288363,89,11
0.85,0.083229616159016,90,11
0.85,0.078448340359304,91,11
0.85,0.08355434389173,92,11
0.85,0.080265487920388,93,11
0.85,0.082500208881411,94,11
0.85,0.080218680435001,95,11
0.85,0.082003366047467,96,11
0.85,0.079472444655422,97,11
0.85,0.08297608130815,98,11
0.85,0.080273678765514,99,11
0.85,0.079930775295061,1,12
0.85,0.081178182910464,2,12
0.85,0.079029245586817,3,12
0.85,0.082786778125338,4,12
0.85,0.082860466641777,5,12
0.85,0.077713165341831,6,12
0.85,0.081840556520628,7,12
0.85,0.081997391095868,8,12
0.85,0.078575654809103,9,12
0.85,0.078704728802078,10,12
0.85,0.080698784067072,11,12
0.85,0.080985487498013,12,12
0.85,0.079451548491841,13,12
0.85,0.080040328564981,14,12
0.85,0.080016208801179,15,12
0.85,0.081472536264938,16,12
0.85,0.080922635435148,17,12
0.85,0.081089946030494,18,12
0.85,0.079132695290893,19,12
0.85,0.080246825007163,20,12
0.85,0.080453202881224,21,12
0.85,0.078281324514812,22,12
0.85,0.08197866836909,23,12
0.85,0.079895349274333,24,12
0.85,0.080108429241418,25,12
0.85,0.081673581475772,26,12
0.85,0.078158912309995,27,12
0.85,0.08047133676755,28,12
0.85,0.08026475028817,29,12
0.85,0.080528442955869,30,12
0.85,0.079622217782519,31,12
0.85,0.079171165713558,32,12
0.85,0.080859489770386,33,12
0.85,0.081078787882812,34,12
0.85,0.07926872367757,35,12
0.85,0.079601334568132,36,12
0.85,0.080611813649667,37,12
0.85,0.083076314120463,38,12
0.85,0.080077280324183,39,12
0.85,0.079818179513834,40,12
0.85,0.081817757068453,41,12
0.85,0.082620472326632,42,12
0.85,0.080805841525648,43,12
0.85,0.080103452590227,44,12
0.85,0.079331349504509,45,12
0.85,0.07945021670542,46,12
0.85,0.080256964026717,47,12
0.85,0.079206209912477,48,12
0.85,0.078901541397317,49,12
0.85,0.079598713556806,50,12
0.85,0.080693412816473,51,12
0.85,0.080460000506444,52,12
0.85,0.079728261845261,53,12
0.85,0.081406560810661,54,12
0.85,0.080251662120205,55,12
0.85,0.079373342807048,56,12
0.85,0.081434993140343,57,12
0.85,0.080164155768193,58,12
0.85,0.080247043673894,59,12
0.85,0.08110410617341,60,12
0.85,0.081405266417412,61,12
0.85,0.080144284124689,62,12
0.85,0.08042067017117,63,12
0.85,0.080608214654504,64,12
0.85,0.082834736943534,65,12
0.85,0.077960773884759,66,12
0.85,0.080373228905995,67,12
0.85,0.078823129538558,68,12
0.85,0.083786308745041,69,12
0.85,0.079917033253236,70,12
0.85,0.081172391570191,71,12
0.85,0.079151337986583,72,12
0.85,0.081234727695006,73,12
0.85,0.07946267725036,74,12
0.85,0.081504927522958,75,12
0.85,0.080628798392481,76,12
0.85,0.079888574025428,77,12
0.85,0.079190787186143,78,12
0.85,0.078059226735037,79,12
0.85,0.079365288113816,80,12
0.85,0.079958289564043,81,12
0.85,0.080370897152613,82,12
0.85,0.079493532819306,83,12
0.85,0.080917852344584,84,12
0.85,0.081008273061704,85,12
0.85,0.079099720919945,86,12
0.85,0.080277162004654,87,12
0.85,0.079683837148918,88,12
0.85,0.081427556001864,89,12
0.85,0.080152438743697,90,12
0.85,0.079136640510863,91,12
0.85,0.079073894997302,92,12
0.85,0.079535725622773,93,12
0.85,0.079899918885463,94,12
0.85,0.081034843360574,95,12
0.85,0.078257468744032,96,12
0.85,0.081624114885484,97,12
0.85,0.079247892244424,98,12
0.85,0.083213199150055,99,12
0.85,0.081063227455651,1,13
0.85,0.077299353786574,2,13
0.85,0.081594325239515,3,13
0.85,0.080198289944079,4,13
0.85,0.080575080087384,5,13
0.85,0.079080122152883,6,13
0.85,0.07980396155234,7,13
0.85,0.083555478932244,8,13
0.85,0.082459905111359,9,13
0.85,0.081611058451618,10,13
0.85,0.079193470367648,11,13
0.85,0.079141466017132,12,13
0.85,0.078880638030267,13,13
0.85,0.080090757116907,14,13
0.85,0.079805050684238,15,13
0.85,0.078995425513082,16,13
0.85,0.081276015851807,17,13
0.85,0.082604603974646,18,13
0.85,0.080086645543469,19,13
0.85,0.080555383422629,20,13
0.85,0.079477137760215,21,13
0.85,0.079585948870869,22,13
0.85,0.080990624563407,23,13
0.85,0.07941664239994,24,13
0.85,0.081448243758567,25,13
0.85,0.080617569372064,26,13
0.85,0.079517114442681,27,13
0.85,0.078262864956533,28,13
0.85,0.08026733525113,29,13
0.85,0.079823075581593,30,13
0.85,0.080969465008442,31,13
0.85,0.079804711158777,32,13
0.85,0.079678698518405,33,13
0.85,0.079191754575672,34,13
0.85,0.080951197966229,35,13
0.85,0.081250802106528,36,13
0.85,0.081675736424279,37,13
0.85,0.080806144759224,38,13
0.85,0.079358998063965,39,13
0.85,0.080691093269398,40,13
0.85,0.081225820313496,41,13
0.85,0.080878375237592,42,13
0.85,0.081316873738435,43,13
0.85,0.08161501434686,44,13
0.85,0.079543566918183,45,13
0.85,0.081611317987736,46,13
0.85,0.080207888058499,47,13
0.85,0.083328695413832,48,13
0.85,0.081922000003082,49,13
0.85,0.080653861491675,50,13
0.85,0.079750840906628,51,13
0.85,0.080256485844566,52,13
0.85,0.080760502435023,53,13
0.85,0.080769493132939,54,13
0.85,0.080032633596433,55,13
0.85,0.080539336929579,56,13
0.85,0.079018423113056,57,13
0.85,0.079196451475642,58,13
0.85,0.080549273250485,59,13
0.85,0.080333330730153,60,13
0.85,0.079571119013003,61,13
0.85,0.080735582687631,62,13
0.85,0.082207923376426,63,13
0.85,0.079468876526415,64,13
0.85,0.079883743731355,65,13
0.85,0.081586217383856,66,13
0.85,0.079220531081507,67,13
0.85,0.080717701694073,68,13
0.85,0.079586070075283,69,13
0.85,0.080758640186494,70,13
0.85,0.080179028424952,71,13
0.85,0.081441543774345,72,13
0.85,0.081139248321558,73,13
0.85,0.07866301927846,74,13
0.85,0.078490834902897,75,13
0.85,0.082130832572742,76,13
0.85,0.080420797910185,77,13
0.85,0.079795434447227,78,13
0.85,0.081688899011146,79,13
0.85,0.080762059545889,80,13
0.85,0.080866672631496,81,13
0.85,0.082311521777459,82,13
0.85,0.079146820571485,83,13
0.85,0.080144480758367,84,13
0.85,0.081656629474408,85,13
0.85,0.080607020780324,86,13
0.85,0.079602965834409,87,13
0.85,0.0793964330831,88,13
0.85,0.080331568118182,89,13
0.85,0.079521111067698,90,13
0.85,0.079814929508022,91,13
0.85,0.079038148505963,92,13
0.85,0.084220270192499,93,13
0.85,0.078215882361777,94,13
0.85,0.079695542486969,95,13
0.85,0.07926802447927,96,13
0.85,0.079288008600733,97,13
0.85,0.079623099713563,98,13
0.85,0.080118271276255,99,13
0.85,0.083454369111155,1,14
0.85,0.079478926630429,2,14
0.85,0.084861126207646,3,14
0.85,0.077852944456194,4,14
0.85,0.080564971174349,5,14
0.85,0.079035610891226,6,14
0.85,0.080482638472566,7,14
0.85,0.080396869067064,8,14
0.85,0.08046040312897,9,14
0.85,0.080737322206113,10,14
0.85,0.078808979291787,11,14
0.85,0.081610899201002,12,14
0.85,0.079674118160753,13,14
0.85,0.078486998799192,14,14
0.85,0.084351273899131,15,14
0.85,0.07878073609706,16,14
0.85,0.079943656041043,17,14
0.85,0.080267372097177,18,14
0.85,0.079566449619954,19,14
0.85,0.079191945007469,20,14
0.85,0.080151235237589,21,14
0.85,0.081020852311081,22,14
0.85,0.079521149947694,23,14
0.85,0.079408275819469,24,14
0.85,0.079789651752736,25,14
0.85,0.080212442085703,26,14
0.85,0.079642798837972,27,14
0.85,0.080588601518173,28,14
0.85,0.079973797628886,29,14
0.85,0.079037343658237,30,14
0.85,0.080093675780871,31,14
0.85,0.081007809637114,32,14
0.85,0.08001828085063,33,14
0.85,0.080751036460228,34,14
0.85,0.081509334684316,35,14
0.85,0.079583433999177,36,14
0.85,0.081308370219139,37,14
0.85,0.07904241433677,38,14
0.85,0.079854641718667,39,14
0.85,0.079409708013656,40,14
0.85,0.081969151090228,41,14
0.85,0.080599198854658,42,14
0.85,0.082105902295466,43,14
0.85,0.078638551063938,44,14
0.85,0.080782375510586,45,14
0.85,0.081733841903876,46,14
0.85,0.079168946664027,47,14
0.85,0.079917075682504,48,14
0.85,0.078867274232852,49,14
0.85,0.080129718684664,50,14
0.85,0.078447574013483,51,14
0.85,0.08004476941289,52,14
0.85,0.08015195287109,53,14
0.85,0.079487021557867,54,14
0.85,0.081842646428928,55,14
0.85,0.079240773375731,56,14
0.85,0.080801038404712,57,14
0.85,0.080998977673722,58,14
0.85,0.080920190202227,59,14
0.85,0.080386991917216,60,14
0.85,0.079216868864146,61,14
0.85,0.080912477972833,62,14
0.85,0.08110275093776,63,14
0.85,0.083043104483037,64,14
0.85,0.079713078223025,65,14
0.85,0.07978485162348,66,14
0.85,0.082349383583063,67,14
0.85,0.078947681682184,68,14
0.85,0.080561594895004,69,14
0.85,0.082908030114173,70,14
0.85,0.078377674154868,71,14
0.85,0.078352349566947,72,14
0.85,0.077822959680365,73,14
0.85,0.081816808296513,74,14
0.85,0.082945701435431,75,14
0.85,0.079649591176355,76,14
0.85,0.08051799276595,77,14
0.85,0.078633697168491,78,14
0.85,0.082702014498537,79,14
0.85,0.083626340099684,80,14
0.85,0.07966884622169,81,14
0.85,0.07952454127319,82,14
0.85,0.078598689231085,83,14
0.85,0.081431105139302,84,14
0.85,0.082231306615363,85,14
0.85,0.081034638331651,86,14
0.85,0.082488901474648,87,14
0.85,0.082014184058907,88,14
0.85,0.082278324357739,89,14
0.85,0.079082006076625,90,14
0.85,0.081224509205629,91,14
0.85,0.079399797733973,92,14
0.85,0.080036303855598,93,14
0.85,0.080871714013921,94,14
0.85,0.080666871663848,95,14
0.85,0.080664711991558,96,14
0.85,0.07976479490953,97,14
0.85,0.082048072515946,98,14
0.85,0.080538230010647,99,14
0.85,0.083561955630617,1,15
0.85,0.081551632185807,2,15
0.85,0.07935528930543,3,15
0.85,0.078677136881201,4,15
0.85,0.079715205320985,5,15
0.85,0.080539072366524,6,15
0.85,0.080630355681162,7,15
0.85,0.086588314241403,8,15
0.85,0.07969583441493,9,15
0.85,0.079956179473671,10,15
0.85,0.080442954196076,11,15
0.85,0.079817997798262,12,15
0.85,0.082837014378072,13,15
0.85,0.080212624272626,14,15
0.85,0.080325498859569,15,15
0.85,0.080896210995895,16,15
0.85,0.07805674982836,17,15
0.85,0.082135215778114,18,15
0.85,0.081576724694035,19,15
0.85,0.081400645833076,20,15
0.85,0.081880047523645,21,15
0.85,0.080306399103356,22,15
0.85,0.080283391163308,23,15
0.85,0.079240502112892,24,15
0.85,0.081541573967295,25,15
0.85,0.081455014855095,26,15
0.85,0.080717338877225,27,15
0.85,0.081490108726943,28,15
0.85,0.080763827136999,29,15
0.85,0.079378070875318,30,15
0.85,0.083028508290403,31,15
0.85,0.081693709189543,32,15
0.85,0.080656884765988,33,15
0.85,0.078378351633295,34,15
0.85,0.081987842536435,35,15
0.85,0.08055551720693,36,15
0.85,0.078622701389246,37,15
0.85,0.080018365056164,38,15
0.85,0.078149652006915,39,15
0.85,0.080507058701535,40,15
0.85,0.080731842002498,41,15
0.85,0.08252640982565,42,15
0.85,0.080019776971945,43,15
0.85,0.08062089550467,44,15
0.85,0.081699202258184,45,15
0.85,0.079439009133423,46,15
0.85,0.080852762752253,47,15
0.85,0.081156594932104,48,15
0.85,0.079178917661642,49,15
0.85,0.080568015326107,50,15
0.85,0.080775699153951,51,15
0.85,0.079274666210543,52,15
0.85,0.081179038567749,53,15
0.85,0.079612162945692,54,15
0.85,0.080507176706918,55,15
0.85,0.080663383134305,56,15
0.85,0.080390724324666,57,15
0.85,0.079293528333022,58,15
0.85,0.081744290246024,59,15
0.85,0.079803231794131,60,15
0.85,0.07971400165469,61,15
0.85,0.07858981513776,62,15
0.85,0.081626102999786,63,15
0.85,0.079870147910164,64,15
0.85,0.079514600626444,65,15
0.85,0.080901893896233,66,15
0.85,0.079755077942786,67,15
0.85,0.080339444638325,68,15
0.85,0.079478529053525,69,15
0.85,0.078912936494428,70,15
0.85,0.083704427636555,71,15
0.85,0.080853515664314,72,15
0.85,0.079508380047252,73,15
0.85,0.079555842321707,74,15
0.85,0.080198556918957,75,15
0.85,0.078683245456754,76,15
0.85,0.07829804725722,77,15
0.85,0.079456680726283,78,15
0.85,0.080054162207754,79,15
0.85,0.08079855424872,80,15
0.85,0.077838069923977,81,15
0.85,0.081615098445917,82,15
0.85,0.080072552640858,83,15
0.85,0.078533684449333,84,15
0.85,0.07813529230796,85,15
0.85,0.084440969539678,86,15
0.85,0.080069442669021,87,15
0.85,0.080151017949115,88,15
0.85,0.080107447809135,89,15
0.85,0.078911520904766,90,15
0.85,0.079828615351855,91,15
0.85,0.079970654955329,92,15
0.85,0.078887745991103,93,15
0.85,0.080109286475252,94,15
0.85,0.08294926642485,95,15
0.85,0.080015333690476,96,15
0.85,0.079454157314818,97,15
0.85,0.080259178722914,98,15
0.85,0.07907269070612,99,15
0.85,0.080305799265995,1,16
0.85,0.079022098572904,2,16
0.85,0.078555111764629,3,16
0.85,0.080375178145187,4,16
0.85,0.079135983227234,5,16
0.85,0.077730274939415,6,16
0.85,0.081362469633161,7,16
0.85,0.079080996310092,8,16
0.85,0.081941872340287,9,16
0.85,0.079263197858511,10,16
0.85,0.080357438445852,11,16
0.85,0.080423363246283,12,16
0.85,0.078161803329728,13,16
0.85,0.079696231368314,14,16
0.85,0.079881644686534,15,16
0.85,0.080342889853888,16,16
0.85,0.080884329326046,17,16
0.85,0.080964652389492,18,16
0.85,0.083266332628555,19,16
0.85,0.078110212419536,20,16
0.85,0.083919739637444,21,16
0.85,0.080861069249438,22,16
0.85,0.081535653437829,23,16
0.85,0.078987690430408,24,16
0.85,0.081685469174439,25,16
0.85,0.080641691879561,26,16
0.85,0.080146525945218,27,16
0.85,0.080618397826941,28,16
0.85,0.078271970168193,29,16
0.85,0.079841740648109,30,16
0.85,0.080664578634632,31,16
0.85,0.081040402559754,32,16
0.85,0.080698326628576,33,16
0.85,0.080122981287495,34,16
0.85,0.079984344723066,35,16
0.85,0.081159707464043,36,16
0.85,0.082693364431118,37,16
0.85,0.078524306846924,38,16
0.85,0.078568413298346,39,16
0.85,0.079549436977535,40,16
0.85,0.081000373121423,41,16
0.85,0.082767292434799,42,16
0.85,0.079559091824185,43,16
0.85,0.081531325162778,44,16
0.85,0.083248334902042,45,16
0.85,0.079444701966704,46,16
0.85,0.081126037372247,47,16
0.85,0.082622710117871,48,16
0.85,0.082350482959772,49,16
0.85,0.079758204691093,50,16
0.85,0.079194628043443,51,16
0.85,0.081016698829646,52,16
0.85,0.080992806228744,53,16
0.85,0.080263908751106,54,16
0.85,0.079132578418458,55,16
0.85,0.079703994440508,56,16
0.85,0.078738407790058,57,16
0.85,0.082255136268788,58,16
0.85,0.078399651091642,59,16
0.85,0.079428692023748,60,16
0.85,0.080045625185829,61,16
0.85,0.081019645782178,62,16
0.85,0.080294696910866,63,16
0.85,0.08082418884618,64,16
0.85,0.081641179229425,65,16
0.85,0.079324069244422,66,16
0.85,0.081523208548966,67,16
0.85,0.07983061413446,68,16
0.85,0.079233850762287,69,16
0.85,0.084013051599926,70,16
0.85,0.078692187989102,71,16
0.85,0.082487778289942,72,16
0.85,0.080562021892011,73,16
0.85,0.07917063402288,74,16
0.85,0.085373713460387,75,16
0.85,0.079198756343811,76,16
0.85,0.08014987721659,77,16
